Año;Mes;Moneda;Partida;Nombre Partida;Subtítulo;Nombre Subtítulo;Ejecución de Mayo;Ejecución a Mayo
2026;Mayo;PESOS;29;MINISTERIO DE LAS CULTURAS, LAS ARTES Y EL PATRIMONIO;24;TRANSFERENCIAS CORRIENTES;4.502.428;112.152.282
2026;Mayo;PESOS;29;MINISTERIO DE LAS CULTURAS, LAS ARTES Y EL PATRIMONIO;25;INTEGROS AL FISCO;744.403;3.969.583
2026;Mayo;PESOS;29;MINISTERIO DE LAS CULTURAS, LAS ARTES Y EL PATRIMONIO;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;158.666;640.436
2026;Mayo;PESOS;29;MINISTERIO DE LAS CULTURAS, LAS ARTES Y EL PATRIMONIO;31;INICIATIVAS DE INVERSIÓN;2.735.633;10.724.984
2026;Mayo;PESOS;29;MINISTERIO DE LAS CULTURAS, LAS ARTES Y EL PATRIMONIO;33;TRANSFERENCIAS DE CAPITAL;2.939.726;23.489.726
2026;Mayo;PESOS;29;MINISTERIO DE LAS CULTURAS, LAS ARTES Y EL PATRIMONIO;34;SERVICIO DE LA DEUDA;-1.071;25.626.721
2026;Mayo;PESOS;30;MINISTERIO DE CIENCIA, TECNOLOGÍA, CONOCIMIENTO E INNOVACIÓN;05;TRANSFERENCIAS CORRIENTES;20.939;108.307
2026;Mayo;PESOS;30;MINISTERIO DE CIENCIA, TECNOLOGÍA, CONOCIMIENTO E INNOVACIÓN;08;OTROS INGRESOS CORRIENTES;1.205.156;5.167.188
2026;Mayo;PESOS;30;MINISTERIO DE CIENCIA, TECNOLOGÍA, CONOCIMIENTO E INNOVACIÓN;09;APORTE FISCAL;41.274.174;179.409.441
2026;Mayo;PESOS;30;MINISTERIO DE CIENCIA, TECNOLOGÍA, CONOCIMIENTO E INNOVACIÓN;12;RECUPERACIÓN DE PRÉSTAMOS;-717.534;930.251
2026;Mayo;PESOS;30;MINISTERIO DE CIENCIA, TECNOLOGÍA, CONOCIMIENTO E INNOVACIÓN;21;GASTOS EN PERSONAL;1.725.548;10.211.834
2026;Mayo;PESOS;30;MINISTERIO DE CIENCIA, TECNOLOGÍA, CONOCIMIENTO E INNOVACIÓN;22;BIENES Y SERVICIOS DE CONSUMO;430.306;1.878.452
2026;Mayo;PESOS;30;MINISTERIO DE CIENCIA, TECNOLOGÍA, CONOCIMIENTO E INNOVACIÓN;24;TRANSFERENCIAS CORRIENTES;48.955.545;181.033.889
2026;Mayo;PESOS;30;MINISTERIO DE CIENCIA, TECNOLOGÍA, CONOCIMIENTO E INNOVACIÓN;25;INTEGROS AL FISCO;0;1.043.033
2026;Mayo;PESOS;30;MINISTERIO DE CIENCIA, TECNOLOGÍA, CONOCIMIENTO E INNOVACIÓN;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;56.996;84.515
2026;Mayo;PESOS;30;MINISTERIO DE CIENCIA, TECNOLOGÍA, CONOCIMIENTO E INNOVACIÓN;33;TRANSFERENCIAS DE CAPITAL;84.779;84.779
2026;Mayo;PESOS;30;MINISTERIO DE CIENCIA, TECNOLOGÍA, CONOCIMIENTO E INNOVACIÓN;34;SERVICIO DE LA DEUDA;-7.423;34.739.364
2026;Mayo;PESOS;31;FINANCIAMIENTO GOBIERNOS REGIONALES;09;APORTE FISCAL;94.659.837;561.512.300
2026;Mayo;PESOS;31;FINANCIAMIENTO GOBIERNOS REGIONALES;13;TRANSFERENCIAS PARA GASTOS DE CAPITAL;35.289.917;153.736.577
2026;Mayo;PESOS;31;FINANCIAMIENTO GOBIERNOS REGIONALES;24;TRANSFERENCIAS CORRIENTES;9.736.638;47.201.262
2026;Mayo;PESOS;31;FINANCIAMIENTO GOBIERNOS REGIONALES;33;TRANSFERENCIAS DE CAPITAL;120.294.378;668.442.972
2026;Mayo;PESOS;32;MINISTERIO DE SEGURIDAD PÚBLICA;05;TRANSFERENCIAS CORRIENTES;-677.788;2.095.812
2026;Mayo;PESOS;32;MINISTERIO DE SEGURIDAD PÚBLICA;06;RENTAS DE LA PROPIEDAD;7.936;48.894
2026;Mayo;PESOS;32;MINISTERIO DE SEGURIDAD PÚBLICA;07;INGRESOS DE OPERACIÓN;5.947.197;15.095.132
2026;Mayo;PESOS;32;MINISTERIO DE SEGURIDAD PÚBLICA;08;OTROS INGRESOS CORRIENTES;131.839;1.357.934
2026;Mayo;PESOS;32;MINISTERIO DE SEGURIDAD PÚBLICA;09;APORTE FISCAL;181.623.984;948.979.974
2026;Mayo;PESOS;32;MINISTERIO DE SEGURIDAD PÚBLICA;10;VENTA DE ACTIVOS NO FINANCIEROS;0;401.690
2026;Mayo;PESOS;32;MINISTERIO DE SEGURIDAD PÚBLICA;12;RECUPERACIÓN DE PRÉSTAMOS;111.789;3.344.730
2026;Mayo;PESOS;32;MINISTERIO DE SEGURIDAD PÚBLICA;21;GASTOS EN PERSONAL;147.543.899;751.377.179
2026;Mayo;PESOS;32;MINISTERIO DE SEGURIDAD PÚBLICA;22;BIENES Y SERVICIOS DE CONSUMO;20.779.488;102.341.196
2026;Mayo;PESOS;32;MINISTERIO DE SEGURIDAD PÚBLICA;23;PRESTACIONES DE SEGURIDAD SOCIAL;460.563;3.326.076
2026;Mayo;PESOS;32;MINISTERIO DE SEGURIDAD PÚBLICA;24;TRANSFERENCIAS CORRIENTES;1.034.238;49.102.744
2026;Mayo;PESOS;32;MINISTERIO DE SEGURIDAD PÚBLICA;25;INTEGROS AL FISCO;0;7.465.793
2026;Mayo;PESOS;32;MINISTERIO DE SEGURIDAD PÚBLICA;26;OTROS GASTOS CORRIENTES;110.794;173.221
2026;Mayo;PESOS;32;MINISTERIO DE SEGURIDAD PÚBLICA;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;695.716;2.924.765
2026;Mayo;PESOS;32;MINISTERIO DE SEGURIDAD PÚBLICA;31;INICIATIVAS DE INVERSIÓN;4.077.017;13.994.594
2026;Mayo;PESOS;32;MINISTERIO DE SEGURIDAD PÚBLICA;32;PRÉSTAMOS;5.421;1.096.691
2026;Mayo;PESOS;32;MINISTERIO DE SEGURIDAD PÚBLICA;33;TRANSFERENCIAS DE CAPITAL;0;7.307.642
2026;Mayo;PESOS;32;MINISTERIO DE SEGURIDAD PÚBLICA;34;SERVICIO DE LA DEUDA;0;32.451.790
2026;Mayo;PESOS;50;TESORO PÚBLICO;01;IMPUESTOS;1.889.861.167;27.588.901.663
2026;Mayo;PESOS;50;TESORO PÚBLICO;05;TRANSFERENCIAS CORRIENTES;2.963.763;34.051.312
2026;Mayo;PESOS;50;TESORO PÚBLICO;06;RENTAS DE LA PROPIEDAD;13.856.508;76.345.563
2026;Mayo;PESOS;50;TESORO PÚBLICO;07;INGRESOS DE OPERACIÓN;461.407;6.535.751
2026;Mayo;PESOS;50;TESORO PÚBLICO;08;OTROS INGRESOS CORRIENTES;111.257.702;631.460.734
2026;Mayo;PESOS;50;TESORO PÚBLICO;10;VENTA DE ACTIVOS NO FINANCIEROS;13.979;113.748
2026;Mayo;PESOS;50;TESORO PÚBLICO;11;VENTA DE ACTIVOS FINANCIEROS;1.226.525.562;888.371.255
2026;Mayo;PESOS;50;TESORO PÚBLICO;12;RECUPERACIÓN DE PRÉSTAMOS;-38.105.817;13.460.209
2026;Mayo;PESOS;50;TESORO PÚBLICO;13;TRANSFERENCIAS PARA GASTOS DE CAPITAL;7.440.275;43.733.981
2026;Mayo;PESOS;50;TESORO PÚBLICO;14;ENDEUDAMIENTO;1.744.359.747;8.662.966.552
2026;Mayo;PESOS;50;TESORO PÚBLICO;22;BIENES Y SERVICIOS DE CONSUMO;41.188;249.940
2026;Mayo;PESOS;50;TESORO PÚBLICO;23;PRESTACIONES DE SEGURIDAD SOCIAL;19.670.355;96.599.277
2026;Mayo;PESOS;50;TESORO PÚBLICO;24;TRANSFERENCIAS CORRIENTES;531.761.444;1.735.389.787
2026;Mayo;PESOS;50;TESORO PÚBLICO;26;OTROS GASTOS CORRIENTES;8.202.658;49.517.121
2026;Mayo;PESOS;50;TESORO PÚBLICO;27;APORTE FISCAL LIBRE;5.449.250.418;29.242.752.983
2026;Mayo;PESOS;50;TESORO PÚBLICO;28;APORTE FISCAL PARA SERVICIO DE LA DEUDA;30.554.728;137.681.444
2026;Mayo;PESOS;50;TESORO PÚBLICO;30;ADQUISICIÓN DE ACTIVOS FINANCIEROS;243.641.201;2.612.186.577
2026;Mayo;PESOS;50;TESORO PÚBLICO;32;PRÉSTAMOS;-1.032;-3.730
2026;Mayo;PESOS;50;TESORO PÚBLICO;33;TRANSFERENCIAS DE CAPITAL;160.146.879;569.391.823
2026;Mayo;PESOS;50;TESORO PÚBLICO;34;SERVICIO DE LA DEUDA;449.763.095;3.761.951.720
